station_id,station_name,country,region,latitude,longitude,elevation,is_coastal,is_active
SO-EAS-00607,Station SO-EAS-00607,SO,East,6.4529,36.3553,1166.8,True,True
ML-WES-00608,Station ML-WES-00608,ML,West,14.4964,-9.2854,82.3,False,True
GA-CEN-00609,Station GA-CEN-00609,GA,Central,7.2934,17.2265,1518.9,False,False
TN-NOR-00610,Station TN-NOR-00610,TN,North,23.5638,15.7271,1660.5,True,True
MW-SOU-00611,Station MW-SOU-00611,MW,South,-28.7968,11.5039,2186.1,True,True
BF-WES-00612,Station BF-WES-00612,BF,West,15.9471,-14.7304,2799.1,False,True
MR-NOR-00613,Station MR-NOR-00613,MR,North,26.4547,33.6047,1792.6,True,True
LY-NOR-00614,Station LY-NOR-00614,LY,North,35.4252,-11.8427,1806.3,True,True
GA-CEN-00615,Station GA-CEN-00615,GA,Central,0.4804,17.6591,2748.9,False,True
ET-EAS-00616,Station ET-EAS-00616,ET,East,4.1218,30.3048,1316.0,False,True
ZA-SOU-00617,Station ZA-SOU-00617,ZA,South,-24.9865,38.1174,610.7,False,True
GQ-CEN-00618,Station GQ-CEN-00618,GQ,Central,6.4015,12.2073,735.9,False,True
AO-SOU-00619,Station AO-SOU-00619,AO,South,-32.3541,32.8071,202.7,True,True
CD-CEN-00620,Station CD-CEN-00620,CD,Central,-4.4688,28.7884,1605.4,False,True
AO-SOU-00621,Station AO-SOU-00621,AO,South,-27.6629,17.8396,2186.4,False,True
NG-WES-00622,Station NG-WES-00622,NG,West,8.5271,5.4292,2183.4,False,True
TG-WES-00623,Station TG-WES-00623,TG,West,8.1585,-14.1886,1411.2,False,False
ZW-SOU-00624,Station ZW-SOU-00624,ZW,South,-31.7699,31.3599,251.2,True,True
TG-WES-00625,Station TG-WES-00625,TG,West,9.9354,-9.0449,1035.1,False,True
TD-CEN-00626,Station TD-CEN-00626,TD,Central,-0.7582,17.4822,357.5,True,True
CD-CEN-00627,Station CD-CEN-00627,CD,Central,-4.9106,8.1217,1352.1,False,True
CG-CEN-00628,Station CG-CEN-00628,CG,Central,4.9288,15.4842,1375.9,False,True
NG-WES-00629,Station NG-WES-00629,NG,West,18.1549,-13.2712,498.4,False,True
SD-NOR-00630,Station SD-NOR-00630,SD,North,35.3367,-10.7236,2079.0,False,True
DJ-EAS-00631,Station DJ-EAS-00631,DJ,East,8.9232,36.607,1611.7,True,True
BF-WES-00632,Station BF-WES-00632,BF,West,10.4556,3.1632,1396.8,True,True
SD-NOR-00633,Station SD-NOR-00633,SD,North,24.6997,-12.6331,2987.3,False,True
BW-SOU-00634,Station BW-SOU-00634,BW,South,-11.9664,11.0431,130.0,False,True
SN-WES-00635,Station SN-WES-00635,SN,West,9.3851,-10.4365,1073.2,False,True
SD-NOR-00636,Station SD-NOR-00636,SD,North,23.0629,29.5973,1821.8,False,False
NG-WES-00637,Station NG-WES-00637,NG,West,19.6107,-5.6329,1115.1,False,True
BJ-WES-00638,Station BJ-WES-00638,BJ,West,18.0558,4.2957,636.1,False,True
MZ-SOU-00639,Station MZ-SOU-00639,MZ,South,-10.3264,25.2884,1078.6,False,True
EG-NOR-00640,Station EG-NOR-00640,EG,North,31.3752,-10.8564,1876.4,True,True
ZM-SOU-00641,Station ZM-SOU-00641,ZM,South,-18.8573,12.6653,2783.1,False,True
BW-SOU-00642,Station BW-SOU-00642,BW,South,-17.9102,39.7399,2601.7,True,True
CI-WES-00643,Station CI-WES-00643,CI,West,15.7449,-7.1529,751.2,False,True
ZA-SOU-00644,Station ZA-SOU-00644,ZA,South,-31.4193,31.2301,1568.9,False,True
NG-WES-00645,Station NG-WES-00645,NG,West,8.6557,-16.3754,2679.6,False,True
ML-WES-00646,Station ML-WES-00646,ML,West,7.8517,-14.2342,161.1,False,True
NG-WES-00647,Station NG-WES-00647,NG,West,15.9187,0.4054,2523.6,True,True
ER-EAS-00648,Station ER-EAS-00648,ER,East,-5.726,33.9386,365.6,False,True
ZA-SOU-00649,Station ZA-SOU-00649,ZA,South,-10.4864,14.9014,1125.0,False,True
MW-SOU-00650,Station MW-SOU-00650,MW,South,-13.7741,12.7834,2398.6,True,True
ZW-SOU-00651,Station ZW-SOU-00651,ZW,South,-17.2362,21.6397,2346.8,True,True
NG-WES-00652,Station NG-WES-00652,NG,West,11.6974,0.2473,1061.9,True,True
TD-CEN-00653,Station TD-CEN-00653,TD,Central,-4.0879,13.4754,1457.6,False,True
SD-NOR-00654,Station SD-NOR-00654,SD,North,32.337,12.0623,2291.0,False,True
MA-NOR-00655,Station MA-NOR-00655,MA,North,21.4067,10.6905,581.8,False,True
NG-WES-00656,Station NG-WES-00656,NG,West,6.726,5.9813,2194.4,False,True
KE-EAS-00657,Station KE-EAS-00657,KE,East,7.1043,33.1734,334.7,False,True
ER-EAS-00658,Station ER-EAS-00658,ER,East,0.0286,33.2743,1143.7,True,True
ET-EAS-00659,Station ET-EAS-00659,ET,East,-4.6461,38.5747,2118.4,False,True
GQ-CEN-00660,Station GQ-CEN-00660,GQ,Central,-0.5635,20.3727,475.3,False,True
DJ-EAS-00661,Station DJ-EAS-00661,DJ,East,11.3824,42.9936,2882.3,True,True
MA-NOR-00662,Station MA-NOR-00662,MA,North,29.9337,22.3298,2687.2,False,True
ER-EAS-00663,Station ER-EAS-00663,ER,East,10.8977,31.5768,1406.5,False,True
MA-NOR-00664,Station MA-NOR-00664,MA,North,35.6058,8.8784,2898.1,False,True
NG-WES-00665,Station NG-WES-00665,NG,West,6.8197,-1.189,21.8,False,True
BI-EAS-00666,Station BI-EAS-00666,BI,East,5.049,45.7717,376.4,False,True
SD-NOR-00667,Station SD-NOR-00667,SD,North,34.4794,2.0426,2777.1,False,True
TG-WES-00668,Station TG-WES-00668,TG,West,6.9931,-6.6438,909.6,False,True
GH-WES-00669,Station GH-WES-00669,GH,West,12.2594,2.7187,1512.1,False,True
RW-EAS-00670,Station RW-EAS-00670,RW,East,-4.3774,36.5603,315.8,True,True
ST-CEN-00671,Station ST-CEN-00671,ST,Central,-4.5427,8.0733,244.3,False,True
UG-EAS-00672,Station UG-EAS-00672,UG,East,13.8245,33.8114,1121.9,True,True
BJ-WES-00673,Station BJ-WES-00673,BJ,West,15.2788,0.7161,268.4,False,True
TD-CEN-00674,Station TD-CEN-00674,TD,Central,-0.5131,25.0237,2697.3,True,True
CI-WES-00675,Station CI-WES-00675,CI,West,10.683,11.925,1058.3,True,True
TN-NOR-00676,Station TN-NOR-00676,TN,North,36.8411,15.2914,1535.0,False,True
NG-WES-00677,Station NG-WES-00677,NG,West,12.9795,7.7267,721.8,True,True
ZM-SOU-00678,Station ZM-SOU-00678,ZM,South,-31.6463,28.937,1387.4,False,True
CG-CEN-00679,Station CG-CEN-00679,CG,Central,-0.1657,29.9818,1108.8,False,False
TN-NOR-00680,Station TN-NOR-00680,TN,North,19.4425,-7.8026,2889.1,True,True
NG-WES-00681,Station NG-WES-00681,NG,West,19.341,-4.712,953.2,True,True
NA-SOU-00682,Station NA-SOU-00682,NA,South,-10.5297,20.3694,1494.7,False,True
MA-NOR-00683,Station MA-NOR-00683,MA,North,23.0208,-1.1023,1490.7,False,True
SD-NOR-00684,Station SD-NOR-00684,SD,North,17.4989,15.9964,1.5,False,True
GA-CEN-00685,Station GA-CEN-00685,GA,Central,-1.6314,15.3569,681.0,False,True
DJ-EAS-00686,Station DJ-EAS-00686,DJ,East,13.2624,41.6717,1814.9,False,True
UG-EAS-00687,Station UG-EAS-00687,UG,East,6.6587,32.9503,1019.9,False,True
ER-EAS-00688,Station ER-EAS-00688,ER,East,-5.2853,42.5986,52.0,True,True
EG-NOR-00689,Station EG-NOR-00689,EG,North,36.1601,11.1561,2692.4,False,True
SZ-SOU-00690,Station SZ-SOU-00690,SZ,South,-33.6712,33.4725,430.6,False,True
BW-SOU-00691,Station BW-SOU-00691,BW,South,-20.5151,18.0001,2962.4,False,True
ET-EAS-00692,Station ET-EAS-00692,ET,East,3.1254,49.5047,1561.1,False,True
CG-CEN-00693,Station CG-CEN-00693,CG,Central,0.1959,15.0515,311.0,False,True
ZW-SOU-00694,Station ZW-SOU-00694,ZW,South,-22.6463,18.6983,800.5,False,True
NA-SOU-00695,Station NA-SOU-00695,NA,South,-10.014,17.2922,87.9,False,True
TZ-EAS-00696,Station TZ-EAS-00696,TZ,East,12.5727,34.2281,2651.6,True,True
TZ-EAS-00697,Station TZ-EAS-00697,TZ,East,-9.8058,31.4402,1375.4,False,True
TN-NOR-00698,Station TN-NOR-00698,TN,North,15.3704,28.8548,2547.1,False,True
MA-NOR-00699,Station MA-NOR-00699,MA,North,33.4876,7.953,2904.8,False,True
CF-CEN-00700,Station CF-CEN-00700,CF,Central,9.6099,16.8634,1052.2,False,False
TD-CEN-00701,Station TD-CEN-00701,TD,Central,-4.4606,23.7649,2265.3,True,True
NA-SOU-00702,Station NA-SOU-00702,NA,South,-28.9152,29.7991,1400.6,False,True
TG-WES-00703,Station TG-WES-00703,TG,West,17.7072,-5.7262,1248.2,False,False
MZ-SOU-00704,Station MZ-SOU-00704,MZ,South,-24.4241,13.0794,1914.6,False,True
BI-EAS-00705,Station BI-EAS-00705,BI,East,5.6854,35.3953,1164.7,False,True
NG-WES-00706,Station NG-WES-00706,NG,West,7.7307,-1.9104,1000.5,True,True
ST-CEN-00707,Station ST-CEN-00707,ST,Central,7.9037,27.855,840.0,True,True
ML-WES-00708,Station ML-WES-00708,ML,West,18.1042,9.4464,965.5,True,True
BW-SOU-00709,Station BW-SOU-00709,BW,South,-26.3339,38.5069,180.3,False,True
GN-WES-00710,Station GN-WES-00710,GN,West,16.8758,-8.3966,2734.6,False,True
TD-CEN-00711,Station TD-CEN-00711,TD,Central,7.129,16.267,1294.2,True,True
TN-NOR-00712,Station TN-NOR-00712,TN,North,21.2982,32.3786,316.0,True,True
MZ-SOU-00713,Station MZ-SOU-00713,MZ,South,-17.1008,14.6948,2399.4,False,True
ER-EAS-00714,Station ER-EAS-00714,ER,East,7.6411,49.0159,2668.3,False,True
UG-EAS-00715,Station UG-EAS-00715,UG,East,10.858,49.1454,1251.0,True,True
KE-EAS-00716,Station KE-EAS-00716,KE,East,9.6631,45.1446,1746.9,False,True
SZ-SOU-00717,Station SZ-SOU-00717,SZ,South,-12.8049,20.3166,2116.0,False,True
SO-EAS-00718,Station SO-EAS-00718,SO,East,-0.4069,35.8556,1518.3,False,True
TD-CEN-00719,Station TD-CEN-00719,TD,Central,-1.7934,23.0565,346.3,False,True
ZA-SOU-00720,Station ZA-SOU-00720,ZA,South,-21.9835,30.5375,1782.4,False,True
SZ-SOU-00721,Station SZ-SOU-00721,SZ,South,-27.0376,37.3079,283.6,True,True
SZ-SOU-00722,Station SZ-SOU-00722,SZ,South,-23.6173,12.6232,200.0,True,True
SD-NOR-00723,Station SD-NOR-00723,SD,North,34.825,-8.8293,2431.5,True,True
GN-WES-00724,Station GN-WES-00724,GN,West,14.0525,13.1242,2649.5,True,True
BI-EAS-00725,Station BI-EAS-00725,BI,East,12.9913,39.7692,1911.1,False,True
CM-CEN-00726,Station CM-CEN-00726,CM,Central,0.1853,24.3181,1362.6,True,True
UG-EAS-00727,Station UG-EAS-00727,UG,East,-5.4272,43.3384,1939.9,False,True
GN-WES-00728,Station GN-WES-00728,GN,West,7.8975,-13.6134,465.0,True,True
MA-NOR-00729,Station MA-NOR-00729,MA,North,26.7003,-2.4732,380.1,True,True
MW-SOU-00730,Station MW-SOU-00730,MW,South,-19.7855,37.8659,1122.7,False,True
NE-WES-00731,Station NE-WES-00731,NE,West,10.0074,-9.663,2545.5,False,True
GQ-CEN-00732,Station GQ-CEN-00732,GQ,Central,9.0725,15.5575,1594.3,True,True
SD-NOR-00733,Station SD-NOR-00733,SD,North,32.0626,9.4937,38.6,False,True
BI-EAS-00734,Station BI-EAS-00734,BI,East,-9.3231,46.6079,2554.0,False,True
SZ-SOU-00735,Station SZ-SOU-00735,SZ,South,-33.7473,21.5496,197.0,False,True
DZ-NOR-00736,Station DZ-NOR-00736,DZ,North,35.2348,-0.5757,1299.5,False,True
CD-CEN-00737,Station CD-CEN-00737,CD,Central,-1.5016,29.9329,2937.6,True,True
MR-NOR-00738,Station MR-NOR-00738,MR,North,35.1194,-2.7852,1140.6,False,True
RW-EAS-00739,Station RW-EAS-00739,RW,East,11.1792,37.6029,746.8,False,True
UG-EAS-00740,Station UG-EAS-00740,UG,East,0.9992,48.5175,1727.4,True,True
TN-NOR-00741,Station TN-NOR-00741,TN,North,30.8608,34.5109,72.3,False,True
CD-CEN-00742,Station CD-CEN-00742,CD,Central,-3.6477,26.303,1393.4,True,True
LS-SOU-00743,Station LS-SOU-00743,LS,South,-16.9829,39.7278,843.9,False,True
NG-WES-00744,Station NG-WES-00744,NG,West,12.0929,10.4679,1354.4,False,True
MR-NOR-00745,Station MR-NOR-00745,MR,North,18.7011,33.0654,1343.4,False,True
TD-CEN-00746,Station TD-CEN-00746,TD,Central,1.5014,29.3054,2230.7,False,True
NA-SOU-00747,Station NA-SOU-00747,NA,South,-16.529,27.403,59.7,False,True
ZM-SOU-00748,Station ZM-SOU-00748,ZM,South,-31.7587,29.2587,108.8,False,True
ET-EAS-00749,Station ET-EAS-00749,ET,East,5.0257,50.3174,2794.8,False,True
NA-SOU-00750,Station NA-SOU-00750,NA,South,-25.9608,34.53,1418.4,False,True
MR-NOR-00751,Station MR-NOR-00751,MR,North,25.826,-5.9769,1843.0,False,True
BW-SOU-00752,Station BW-SOU-00752,BW,South,-22.5482,12.0472,21.5,False,True
NE-WES-00753,Station NE-WES-00753,NE,West,16.9044,-12.2096,2524.4,True,True
ST-CEN-00754,Station ST-CEN-00754,ST,Central,-2.0317,23.8041,815.8,False,True
KE-EAS-00755,Station KE-EAS-00755,KE,East,11.6361,30.4252,1168.3,True,True
GA-CEN-00756,Station GA-CEN-00756,GA,Central,8.6165,24.6018,2799.1,False,True
MA-NOR-00757,Station MA-NOR-00757,MA,North,16.2015,3.1432,85.6,False,True
BJ-WES-00758,Station BJ-WES-00758,BJ,West,15.057,-7.4347,2036.3,True,True
LS-SOU-00759,Station LS-SOU-00759,LS,South,-23.7621,34.0251,524.1,True,True
NG-WES-00760,Station NG-WES-00760,NG,West,7.9585,8.441,309.7,True,True
CG-CEN-00761,Station CG-CEN-00761,CG,Central,-4.1759,20.6487,1768.4,False,True
GQ-CEN-00762,Station GQ-CEN-00762,GQ,Central,3.2744,10.3464,1190.4,False,True
MA-NOR-00763,Station MA-NOR-00763,MA,North,15.2342,-2.6528,724.9,False,True
GQ-CEN-00764,Station GQ-CEN-00764,GQ,Central,0.0199,12.6204,2971.4,True,True
DZ-NOR-00765,Station DZ-NOR-00765,DZ,North,25.1141,24.3214,2354.5,False,True
MZ-SOU-00766,Station MZ-SOU-00766,MZ,South,-30.36,32.1698,678.4,False,True
BF-WES-00767,Station BF-WES-00767,BF,West,6.9305,-3.1174,2002.6,False,True
KE-EAS-00768,Station KE-EAS-00768,KE,East,12.9974,47.8251,1174.0,True,True
NA-SOU-00769,Station NA-SOU-00769,NA,South,-34.3926,15.1507,2510.6,False,True
SN-WES-00770,Station SN-WES-00770,SN,West,5.1852,-3.8083,277.7,False,True
NE-WES-00771,Station NE-WES-00771,NE,West,18.9497,-1.5,1429.1,True,True
RW-EAS-00772,Station RW-EAS-00772,RW,East,-8.5823,47.0182,1883.5,False,True
SN-WES-00773,Station SN-WES-00773,SN,West,9.0369,14.3585,1534.5,False,True
TG-WES-00774,Station TG-WES-00774,TG,West,7.1082,9.7811,2583.9,True,True
ST-CEN-00775,Station ST-CEN-00775,ST,Central,-1.8215,8.2619,1181.4,False,True
BW-SOU-00776,Station BW-SOU-00776,BW,South,-23.9862,21.1274,1052.3,True,True
ST-CEN-00777,Station ST-CEN-00777,ST,Central,1.5864,29.8492,743.8,False,True
ET-EAS-00778,Station ET-EAS-00778,ET,East,3.1449,46.7167,1726.5,False,True
UG-EAS-00779,Station UG-EAS-00779,UG,East,14.8602,40.2029,2488.1,True,True
BF-WES-00780,Station BF-WES-00780,BF,West,12.467,-0.234,1743.2,False,True
TG-WES-00781,Station TG-WES-00781,TG,West,18.775,-1.4966,1549.4,False,True
BW-SOU-00782,Station BW-SOU-00782,BW,South,-28.9293,21.4621,1501.2,False,True
UG-EAS-00783,Station UG-EAS-00783,UG,East,-2.6448,33.9547,1266.3,False,False
CF-CEN-00784,Station CF-CEN-00784,CF,Central,3.9184,28.2909,1650.1,True,True
MA-NOR-00785,Station MA-NOR-00785,MA,North,22.8267,15.75,1707.9,True,True
CD-CEN-00786,Station CD-CEN-00786,CD,Central,8.5703,27.8841,78.2,False,False
CI-WES-00787,Station CI-WES-00787,CI,West,16.17,3.6925,228.0,True,True
SZ-SOU-00788,Station SZ-SOU-00788,SZ,South,-19.1015,29.2341,13.9,False,True
GQ-CEN-00789,Station GQ-CEN-00789,GQ,Central,-0.007,18.1389,1942.0,False,True
CM-CEN-00790,Station CM-CEN-00790,CM,Central,0.1569,11.0716,2369.4,True,True
GA-CEN-00791,Station GA-CEN-00791,GA,Central,6.6467,23.0875,2954.7,False,True
MR-NOR-00792,Station MR-NOR-00792,MR,North,22.191,-2.8686,1618.0,True,True
AO-SOU-00793,Station AO-SOU-00793,AO,South,-14.7122,29.531,2857.9,True,True
NA-SOU-00794,Station NA-SOU-00794,NA,South,-18.6026,18.6829,624.6,True,True
SN-WES-00795,Station SN-WES-00795,SN,West,7.2608,3.4665,545.3,False,True
MA-NOR-00796,Station MA-NOR-00796,MA,North,22.8455,6.0563,1283.3,False,True
AO-SOU-00797,Station AO-SOU-00797,AO,South,-13.9275,31.2427,1583.9,False,True
TN-NOR-00798,Station TN-NOR-00798,TN,North,31.9186,26.619,1807.2,False,True
SZ-SOU-00799,Station SZ-SOU-00799,SZ,South,-19.8414,24.6342,247.2,False,True
UG-EAS-00800,Station UG-EAS-00800,UG,East,7.1435,45.6302,911.2,False,True
SD-NOR-00801,Station SD-NOR-00801,SD,North,24.2257,29.8803,2491.0,True,True
ER-EAS-00802,Station ER-EAS-00802,ER,East,-4.5948,50.5196,2138.5,False,True
MA-NOR-00803,Station MA-NOR-00803,MA,North,23.1699,-12.2568,1439.1,True,True
CD-CEN-00804,Station CD-CEN-00804,CD,Central,2.8997,22.4046,1311.5,False,True
SZ-SOU-00805,Station SZ-SOU-00805,SZ,South,-25.7415,30.8251,2994.6,True,True
LY-NOR-00806,Station LY-NOR-00806,LY,North,35.1179,16.6932,1209.5,False,True
NG-WES-00807,Station NG-WES-00807,NG,West,18.4393,2.6467,2265.0,False,True
MW-SOU-00808,Station MW-SOU-00808,MW,South,-11.3642,31.742,1076.5,True,True
TD-CEN-00809,Station TD-CEN-00809,TD,Central,1.7017,13.1115,2556.7,True,True
CD-CEN-00810,Station CD-CEN-00810,CD,Central,-3.6365,24.3129,1978.4,True,True
LS-SOU-00811,Station LS-SOU-00811,LS,South,-34.3834,37.4458,1023.2,False,True
ST-CEN-00812,Station ST-CEN-00812,ST,Central,-4.817,15.1907,2203.4,True,True
RW-EAS-00813,Station RW-EAS-00813,RW,East,14.3669,42.4117,2506.9,True,True
GH-WES-00814,Station GH-WES-00814,GH,West,7.8971,13.5391,2969.0,False,True
KE-EAS-00815,Station KE-EAS-00815,KE,East,12.6303,42.0985,1764.7,True,True
SZ-SOU-00816,Station SZ-SOU-00816,SZ,South,-31.6792,22.6449,1429.9,False,False
ZM-SOU-00817,Station ZM-SOU-00817,ZM,South,-20.3326,34.5398,1409.5,False,True
SD-NOR-00818,Station SD-NOR-00818,SD,North,16.4041,21.9771,898.2,False,True
NG-WES-00819,Station NG-WES-00819,NG,West,10.8644,13.3963,1304.4,False,True
CM-CEN-00820,Station CM-CEN-00820,CM,Central,8.0906,21.3351,2002.4,False,True
ML-WES-00821,Station ML-WES-00821,ML,West,16.7825,0.4611,1607.5,False,True
SN-WES-00822,Station SN-WES-00822,SN,West,6.645,14.7564,2872.9,False,True
AO-SOU-00823,Station AO-SOU-00823,AO,South,-13.7972,23.6285,2647.0,False,True
MZ-SOU-00824,Station MZ-SOU-00824,MZ,South,-24.2482,20.9201,1826.9,True,True
GH-WES-00825,Station GH-WES-00825,GH,West,17.2103,5.3666,2423.6,False,True
GH-WES-00826,Station GH-WES-00826,GH,West,10.1552,6.0225,503.3,False,True
CI-WES-00827,Station CI-WES-00827,CI,West,18.3962,-9.8008,337.5,False,True
MA-NOR-00828,Station MA-NOR-00828,MA,North,25.0491,15.9502,2030.8,False,True
EG-NOR-00829,Station EG-NOR-00829,EG,North,31.1625,-3.998,2026.9,False,True
ER-EAS-00830,Station ER-EAS-00830,ER,East,-9.3645,42.349,1602.8,False,True
CG-CEN-00831,Station CG-CEN-00831,CG,Central,1.0891,18.8069,1953.0,False,True
TZ-EAS-00832,Station TZ-EAS-00832,TZ,East,14.8201,38.0267,2945.6,False,True
SN-WES-00833,Station SN-WES-00833,SN,West,14.1495,-14.7205,954.4,False,True
MA-NOR-00834,Station MA-NOR-00834,MA,North,21.6546,10.8885,845.4,False,True
GH-WES-00835,Station GH-WES-00835,GH,West,8.5186,-1.1135,1992.0,False,True
DJ-EAS-00836,Station DJ-EAS-00836,DJ,East,-9.134,50.8846,1580.5,False,True
MA-NOR-00837,Station MA-NOR-00837,MA,North,32.4871,14.7559,2673.3,False,True
MZ-SOU-00838,Station MZ-SOU-00838,MZ,South,-29.0906,16.0572,342.9,False,True
AO-SOU-00839,Station AO-SOU-00839,AO,South,-31.8,34.68,885.7,True,True
TN-NOR-00840,Station TN-NOR-00840,TN,North,36.0024,-12.2986,1982.8,False,True
ZA-SOU-00841,Station ZA-SOU-00841,ZA,South,-14.7227,24.5355,2744.1,False,True
ER-EAS-00842,Station ER-EAS-00842,ER,East,8.37,33.8102,351.4,False,True
ST-CEN-00843,Station ST-CEN-00843,ST,Central,1.062,12.4346,1177.3,False,True
MR-NOR-00844,Station MR-NOR-00844,MR,North,27.7561,22.5309,2934.6,False,True
GQ-CEN-00845,Station GQ-CEN-00845,GQ,Central,6.3828,8.7371,1099.0,False,True
ZA-SOU-00846,Station ZA-SOU-00846,ZA,South,-24.934,34.6145,2407.0,False,True
MA-NOR-00847,Station MA-NOR-00847,MA,North,25.3149,13.8604,1600.7,True,True
ST-CEN-00848,Station ST-CEN-00848,ST,Central,3.6003,10.8481,1211.1,True,False
ZW-SOU-00849,Station ZW-SOU-00849,ZW,South,-24.185,23.3326,2244.3,True,True
ZM-SOU-00850,Station ZM-SOU-00850,ZM,South,-21.0264,38.9045,1381.7,True,True
RW-EAS-00851,Station RW-EAS-00851,RW,East,6.4756,48.3048,2721.5,False,True
DZ-NOR-00852,Station DZ-NOR-00852,DZ,North,15.1615,22.7972,2048.1,True,True
ZW-SOU-00853,Station ZW-SOU-00853,ZW,South,-29.9418,37.8241,1240.3,False,True
DZ-NOR-00854,Station DZ-NOR-00854,DZ,North,26.7755,22.4043,1563.5,False,True
TD-CEN-00855,Station TD-CEN-00855,TD,Central,5.8807,19.3428,148.6,False,True
SZ-SOU-00856,Station SZ-SOU-00856,SZ,South,-18.7354,21.6272,2831.0,False,True
UG-EAS-00857,Station UG-EAS-00857,UG,East,11.2802,39.2033,501.4,True,True
MW-SOU-00858,Station MW-SOU-00858,MW,South,-10.6546,16.0986,2254.2,True,True
ET-EAS-00859,Station ET-EAS-00859,ET,East,-1.5518,31.7561,424.7,False,True
NA-SOU-00860,Station NA-SOU-00860,NA,South,-11.4328,12.7482,232.3,False,True
KE-EAS-00861,Station KE-EAS-00861,KE,East,-7.6736,39.8566,1137.9,False,True
TZ-EAS-00862,Station TZ-EAS-00862,TZ,East,-2.0901,38.7841,578.8,False,True
NA-SOU-00863,Station NA-SOU-00863,NA,South,-34.1089,23.7054,615.6,False,True
SD-NOR-00864,Station SD-NOR-00864,SD,North,27.2402,1.665,115.0,True,True
ST-CEN-00865,Station ST-CEN-00865,ST,Central,1.9411,22.6807,2537.7,False,True
MR-NOR-00866,Station MR-NOR-00866,MR,North,24.4099,22.5449,325.7,True,True
TD-CEN-00867,Station TD-CEN-00867,TD,Central,4.4901,24.7144,1972.7,True,True
LY-NOR-00868,Station LY-NOR-00868,LY,North,34.6541,-14.2378,2704.1,False,True
LS-SOU-00869,Station LS-SOU-00869,LS,South,-18.7184,24.9166,332.3,False,False
EG-NOR-00870,Station EG-NOR-00870,EG,North,29.8553,23.7062,2365.9,False,True
ML-WES-00871,Station ML-WES-00871,ML,West,19.5997,-3.729,1902.7,True,True
DJ-EAS-00872,Station DJ-EAS-00872,DJ,East,-7.8737,48.2588,894.5,True,True
LY-NOR-00873,Station LY-NOR-00873,LY,North,36.5166,-1.2745,1594.2,False,True
DZ-NOR-00874,Station DZ-NOR-00874,DZ,North,24.8156,2.5378,226.7,False,True
GA-CEN-00875,Station GA-CEN-00875,GA,Central,1.01,18.4588,472.6,True,True
TN-NOR-00876,Station TN-NOR-00876,TN,North,28.3833,0.8769,337.3,True,True
TD-CEN-00877,Station TD-CEN-00877,TD,Central,7.4359,18.1098,744.9,False,True
SZ-SOU-00878,Station SZ-SOU-00878,SZ,South,-21.3293,32.2042,1196.4,False,True
MR-NOR-00879,Station MR-NOR-00879,MR,North,27.0445,22.2058,2708.6,False,True
NE-WES-00880,Station NE-WES-00880,NE,West,8.1016,2.5764,1619.7,True,True
GN-WES-00881,Station GN-WES-00881,GN,West,17.9965,-15.2008,964.6,False,False
GH-WES-00882,Station GH-WES-00882,GH,West,8.7696,1.2424,2867.8,False,True
SD-NOR-00883,Station SD-NOR-00883,SD,North,30.6244,-11.5638,1339.2,False,True
CD-CEN-00884,Station CD-CEN-00884,CD,Central,9.0824,23.3645,1536.7,True,True
TD-CEN-00885,Station TD-CEN-00885,TD,Central,-4.2034,25.2273,1456.5,False,True
CI-WES-00886,Station CI-WES-00886,CI,West,18.7256,-11.4958,1705.3,False,True
BF-WES-00887,Station BF-WES-00887,BF,West,11.6771,8.0268,962.4,False,True
CG-CEN-00888,Station CG-CEN-00888,CG,Central,-3.3134,12.4779,65.2,False,True
MR-NOR-00889,Station MR-NOR-00889,MR,North,23.9202,30.1537,2790.3,False,True
CM-CEN-00890,Station CM-CEN-00890,CM,Central,9.6438,25.2996,2908.7,True,True
ER-EAS-00891,Station ER-EAS-00891,ER,East,11.5297,46.8711,1776.8,False,True
SD-NOR-00892,Station SD-NOR-00892,SD,North,22.9867,2.4656,664.6,True,True
CI-WES-00893,Station CI-WES-00893,CI,West,19.6952,0.4674,1842.7,False,True
EG-NOR-00894,Station EG-NOR-00894,EG,North,26.7127,23.5938,857.9,False,False
ET-EAS-00895,Station ET-EAS-00895,ET,East,-3.0566,46.7855,980.0,False,True
ST-CEN-00896,Station ST-CEN-00896,ST,Central,-4.9487,15.018,72.6,True,True
CM-CEN-00897,Station CM-CEN-00897,CM,Central,8.5229,29.8816,2565.3,True,True
DJ-EAS-00898,Station DJ-EAS-00898,DJ,East,7.5834,32.3875,2918.9,False,True
NA-SOU-00899,Station NA-SOU-00899,NA,South,-33.053,13.8865,2768.3,True,True
GH-WES-00900,Station GH-WES-00900,GH,West,19.4977,-16.4138,953.0,False,True
UG-EAS-00901,Station UG-EAS-00901,UG,East,14.9282,37.3421,2129.1,False,True
ML-WES-00902,Station ML-WES-00902,ML,West,10.365,-4.143,1304.9,False,True
CD-CEN-00903,Station CD-CEN-00903,CD,Central,7.6881,15.8691,1770.1,False,True
ST-CEN-00904,Station ST-CEN-00904,ST,Central,5.4589,11.1733,134.1,False,False
UG-EAS-00905,Station UG-EAS-00905,UG,East,-3.7568,35.8863,1723.7,True,True
ST-CEN-00906,Station ST-CEN-00906,ST,Central,2.518,25.4758,330.2,False,True
MW-SOU-00907,Station MW-SOU-00907,MW,South,-21.0653,14.6619,2834.9,True,True
